dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,8,37,1.6154950204733256,5.403500828202225,1.1993790566921234,2.0365472078323363,-0.482967934898428,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,9,160,1.9127479584956744,7.607840326225586,1.27063450217247,4.793905246257782,-0.9944838596438784,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,16,201,0.077752896320464,0.1446301713615258,0.0075493156909942,0.0221375524997711,-0.0636962261884959,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,17,223,0.1900501281833234,0.097524636273469,0.0915117859840393,0.5005516946315767,-0.0889007262927333,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,18,87,0.2245084402156758,0.0683230088514182,0.193262692540884,0.3916853908449411,-0.0466342540805752,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,22,180,0.3073168586991313,0.2162456445632951,0.2310315789654851,0.5418345808982847,-0.0188817695973234,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,23,41,0.2492131708962161,0.1539761126789277,0.1504159718751907,0.7398082613945007,-0.0923879851655262,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,25,41,0.3176162900721154,0.4841363953749351,0.0932370424270629,0.7037643790245056,-0.1905873944846595,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,30,256,0.0765557556151179,0.1624322736625435,0.0073785334825515,0.0168117433786392,-0.0621075547969667,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,activity_current,31,224,0.0687946016718521,0.0111618384964402,0.0446303449571132,0.1454028122127056,0.0295747626723742,224,Request Payment
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,3,199,0.5043806125639222,0.2601651365953913,0.5131556242704391,0.599698954820633,0.5043806125639222,199,Payment Handled
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,4,215,0.3944118372798182,0.1991157097001712,0.3822943717241287,0.6031870037317276,0.2748553836636981,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,5,78,0.3609570325591052,0.1703585702486216,0.3824354186654091,0.6409404575824738,0.2463134546668674,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,7,32,0.4100460149056744,0.2848425280024508,0.3095435127615928,0.5758560746908188,0.1416279398545157,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,8,37,1.5416223132932507,5.046406322664209,0.9792554676532744,2.239781749248505,-0.5598267574568052,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,9,160,1.816719414207546,7.335042911961809,1.1310156416147947,4.459608900547027,-1.000830043379756,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,16,201,0.293877340044678,0.1792142267711626,0.2498304843902588,0.3881932646036148,0.1834232112212079,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,17,223,0.5286634783615513,0.3265312884564036,0.55357725918293,0.7932682633399963,0.4806530595936649,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,18,87,0.4353198448340569,0.249323883364194,0.481273666024208,0.7237989485263825,0.4119497158955355,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,22,180,0.6492327391583886,0.4950557376443266,0.6965981796383858,0.9052685290575028,0.5207061992233826,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,23,41,0.4195403729042992,0.2247470132581762,0.432184636592865,0.6955179274082184,0.237598798237741,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,25,41,0.4886501004050554,0.5277914372070452,0.3688141546444967,0.6837595105171204,0.1445979131698017,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,30,256,0.2944190452221846,0.2051573853805699,0.2355572208762169,0.4396852552890777,0.1822322634147894,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,transformer,sequence,NT,activity_current,31,224,0.3654084121082032,0.156299004911768,0.3519656285643577,0.573655266268179,0.3653221727021624,224,Request Payment
BPI20RequestForPayment,gemma-2-2b,llm,NT,activity_current,3,349,0.1006745487707733,0.0134635732533164,0.104456603527069,0.1744899630546569,-0.0296859544805947,349,Payment Handled
BPI20RequestForPayment,gemma-2-2b,llm,NT,activity_current,4,353,0.8825835247739104,1.4964807396625304,0.6988956406712532,1.763313889503479,-0.1058230464084195,352,Request For Payment APPROVED by ADMINISTRATION
BPI20RequestForPayment,gemma-2-2b,llm,NT,activity_current,5,116,0.8187059536576271,0.8306196712769587,0.8030827790498734,1.346982181072235,0.0952292477776264,116,Request For Payment APPROVED by BUDGET OWNER
